FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,EMD_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TITLE_NM,PBLPRFR_KND_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AGE_VALUE,PBLPRFR_TIME_DC,REST_TIME,CST_CN,LAST_UPDT_DE
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,보이체크 신드롬,연극,20171227,20171231,만 14세이상,70분,,,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,비하인드 컷,연극,20160929,20161002,전체관람가,50분,,"최문석, 김윤희",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,새싹,연극,20170706,20170806,만 13세이상,80분,,"이이림, 심하윤, 이지혜, 최귀선, 홍승안, 조유라, 김벼리",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,소년공작원,연극,20180815,20180819,만 10세이상,80분,,"도창선, 김곽경희, 김형섭, 신진호, 유명진, 안진기, 이성민",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,소년소녀전투헌장,연극,20171108,20171112,만 14세이상,100분,,"강지현, 김세중, 김소영, 김태완, 노준영, 박보현, 손예원, 이의령, 이인석, 정다연",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,소실,연극,20181212,20181230,만 12세이상,100분,,"김정환, 김주연",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,소크라테스의 변명,연극,20171011,20171015,만 12세이상,60분,,,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,수다,연극,20170913,20170917,만 7세이상,70분,,"이원장, 김광일, 김사훈, 반필원, 조유라",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,슬기로운 적폐생활,연극,20190612,20190616,만 12세이상,70분,,"주하성, 고다희, 황성준, 조현민, 민윤희, 김솔민",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,싸이코패스는 고양이를 죽인다,연극,20160309,20160403,만 13세이상,120분,,"김수보, 이한일, 장이주, 최영화, 리우진, 황무영, 이황의, 심원석, 심연화, 백운철",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,씨씨아이쥐케이,연극,20161006,20161009,만 13세이상,70분,,"조시현, 박인영, 우범진, 이현배, 김선용, 박민우, 하현지",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,안티고네 2016,연극,20160623,20160626,만 13세이상,85분,,"마두영, 이지혜, 노기용, 조재영",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,어떤 접경지역에서는,연극,20180822,20180826,전체관람가,90분,,이지영,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,영웅말고는 대처할 게 없다,연극,20170823,20170827,만 15세이상,75분,,박가람,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,옥인동 부국상사,연극,20180912,20180916,만 15세이상,80분,15분,"김영호, 김민성, 최지환, 김국빈, 남태관, 박세화, 박다미",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,온오프,연극,20160416,20160424,만 11세이상,80분,,"조시현, 오강율, 강민규",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,우리집에 문제인이 온다,연극,20171025,20171029,만 14세이상,60분,,,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,우주마인드프로젝트 서민경제 3부작,연극,20191206,20191215,전체관람가,40분,,"김승언, 신문영",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,움직이는 사람들,연극,20171122,20171126,만 14세이상,75분,,,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,월하의 공동묘지를 보며,연극,20190814,20190818,만 17세이상,70분,,"서광일, 이자영, 오현우, 박유진, 박현준, 박다혜",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,이반검열,연극,20160804,20160807,만 13세이상,70분,,"조아라, 엄태준, 박수진, 양정윤",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,이방인,연극,20171206,20171210,만 15세이상,135분,15분,강희만,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,이인,연극,20171115,20171119,만 11세이상,80분,,이승훈,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,임대아파트,연극,20220714,20220814,만 11세이상,90분,,"박성일, 동현배, 고은민, 김소라, 한서준, 심태영, 이정연, 양대혁, 김소이, 박소희, 공현지, 안예인",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,자본,연극,20191120,20191201,만 13세이상,90분,,"백운철, 권민영, 김진성, 서정식, 권윤애, 김시유, 김세환, 이다혜, 양은주, 이동욱",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,자살에 관하여,연극,20190109,20190112,만 15세이상,80분,,"권희락, 김준호, 김미나, 손지원",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,자유가 우리를 의심케 하리라,연극,20160707,20160710,만 13세이상,60분,,,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,작전명 C가 왔다,연극,20170525,20170611,만 8세이상,90분,,"구선화, 양윤혁, 이승훈, 성열석, 최영도",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,전 인민의 심장이 하나로 뛰는,연극,20180905,20180909,미취학아동 입장불가,80분,,서지우,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,조그만 입술,연극,20150916,20150920,만 15세이상,90분,,진초록,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,죽음과 소녀,연극,20160428,20160508,만 14세이상,100분,,"김은희, 전중용, 정선철",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,집으로,연극,20180412,20180422,만 15세이상,110분,,"권지은, 장지수, 김예별, 오세영, 강승우, 이성재, 박예진, 강재현, 권삼중, 임도후",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,청춘은 아름다워,연극,20150724,20150809,전체관람가,90분,,"김기훈, 박현수, 황성현, 이경훈, 김석환, 서덕인, 박강훈",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,체체파리,연극,20180329,20180401,만 13세이상,95분,,이유성,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,춘의 게임,연극,20190717,20190721,만 12세이상,120분,10분,"강희만, 장하나, 지혜련",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,카모마일과 비빔면,연극,20190516,20190602,만 14세이상,80분,,"김결, 김정환, 정우연",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,통 불통,연극,20170830,20170903,만 12세이상,80분,,,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,특별사동,연극,20171101,20171105,만 12세이상,80분,,"신서현, 오희진",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,프로젝트 에이전트,연극,20180725,20180729,만 13세이상,90분,,"문경초, 민윤희, 고다희, 김현중, 주하성, 권동원, 오일룡, 김원주",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,필경사 바틀비,연극,20160526,20160605,만 13세이상,80분,,"최요한, 문일수, 이상홍, 양정윤",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,해야 된다,연극,20160630,20160703,만 13세이상,90분,,"안병식, 백성철, 권일, 김민하, 윤미경, 유동훈",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,"햄릿, 지금 여기",연극,20180112,20180114,만 12세이상,90분,,"김성호, 조장미, 박진성, 김재민, 황한울, 김혜진",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,홍시,연극,20180829,20180902,만 12세이상,80분,,"정연숙, 강왕수, 이훈선, 동하, 신금숙, 오혜림, 양성욱, 전미임",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,황색여관,연극,20180426,20180506,만 15세이상,100분,,"이주연, 백현규, 김남표, 김현중, 김다솜, 임민정, 김다솔, 장재혁, 정완희, 박민웅",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,황야의 물고기,연극,20190425,20190512,만 15세이상,90분,,"여해성, 김준호, 강승우, 임도후",20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,흔들리기,연극,20160818,20160821,만 13세이상,70분,,박다미,20221130
연우 소극장(대학로),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,혜화동,,26-57,창경궁로35길,21,37.58698605,127.0017643,03076,서울특별시 종로구 창경궁로35길 21,서울특별시 종로구 혜화동 26-57,"Reunion, 이야기의 배반",연극,20171220,20171224,만 12세이상,60분,,"진성웅, 김성빈",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,"19,열아홉 X 적의화장법",연극,20170207,20170212,만 15세이상,90분,,"현가영, 장우성, 서지우, 김소이, 정승혜, 이기현, 정현우",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2015 서울연극제 - 그것만이 내 세상,연극,20150414,20150416,만 15세이상,100분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2015 서울연극제 - 벚꽃동산 진실너머,연극,20150411,20150412,만 15세이상,60분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2015 서울연극제 - 소금섬의 염부들,연극,20150418,20150419,만 15세이상,70분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2016 서울연극제 젊은연출가전 - 갈매기B,연극,20160405,20160407,만 12세이상,120분,,"장율, 박옥출, 김미수, 어성욱, 이승철, 박형범, 강길우, 김가빈, 임호선, 최지현",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2016 서울연극제 젊은연출가전 - 개미집,연극,20160409,20160410,만 9세이상,60분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2016 서울연극제 젊은연출가전 - 메리크리스마스,연극,20160412,20160414,만 15세이상,90분,,"박빛재환, 우태식, 신서호, 문채희",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2016 서울연극제 젊은연출가전 - 무라,연극,20160418,20160420,만 13세이상,100분,,"김홍파, 서동갑",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2016 서울연극제 젊은연출가전 - 오래된 미래,연극,20160426,20160428,만 15세이상,80분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2016 서울연극제 젊은연출가전 - 외투,연극,20160423,20160424,36개월이상,50분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,2016 서울연극제 젊은연출가전 - 울 아비 정초부,연극,20160416,20160417,만 15세이상,90분,,"박경주, 홍성락, 김상우, 김유리, 김성환, 이효애, 강인대",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,갈매기,연극,20170308,20170319,만 12세이상,90분,,"이창호, 전치화",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,거의 엘렉트라,연극,20171019,20171105,만 16세이상,90분,,김중엽,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,"검군전, 후",연극,20151125,20151129,만 15세이상,90분,,"박근홍, 차병호, 양희애, 김기범, 최재성, 천선우, 박영민",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,구름을 좋아해,어린이/가족,20170901,20170903,만 5세이상,50분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,금청단의 봄날,연극,20180425,20180429,만 12세이상,90분,,"김기범, 조시현, 손성윤, 전규일, 한인수, 김준우, 신동준, 곽민석",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,기쁜 우리 젊은 날,연극,20171004,20171008,만 19세이상,80분,,"배상돈, 천정하, 안지은, 김예림, 양겨울, 전민영, 이준, 정재환",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,레퀴엠 포 안티고네,연극,20180126,20180128,만 16세이상,60분,,"방미라, 박재현",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,로미오와 줄리엣 1984,연극,20160921,20161002,만 12세이상,70분,,"남승화, 주예린, 김상혁, 박진원, 최선경",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,룸메이트 2,연극,20190703,20190707,만 12세이상,80분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,무죄,연극,20180815,20180819,만 15세이상,100분,,"이수연, 황한슬, 정형렬, 전정욱, 백승문, 오문강, 이원호",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,보통의 사람들,연극,20150716,20150719,만 12세이상,100분,,"홍은정, 이승현, 김혜민, 박새롬, 정예찬",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,사월이 되면 그녀는 그는,연극,20160505,20160508,만 12세이상,60분,,,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,세컨드맨,연극,20161103,20161113,만 17세이상,60분,,"송현섭, 김민석, 최지환, 정유호, 김진영, 한경애",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,손님들,연극,20170907,20170917,만 12세이상,90분,,오남영,20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,스프레이,연극,20171222,20171231,만 14세이상,80분,,"이상희, 김정아, 김하진, 신은경, 최재형",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,안녕 후쿠시마,연극,20161208,20161225,만 12세이상,90분,,"김동현, 김결, 이유하, 혜미, 강유미, 백선우, 김기훈, 박도하, 최우준, 김민규",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,"안녕, 모스크바",연극,20170817,20170820,만 19세이상,120분,,"김규남, 이지현, 이지예, 이희민, 김시윤, 이정현, 김은미, 최그림, 박지윤",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,어둠 속의 햄릿,연극,20151007,20151011,만 12세이상,60분,,"박기륭, 오동욱, 이성원, 문경민, 이희영, 장정윤",20221130
예술공간 오르다 (구.우석레퍼토리극장),전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,동숭동,,192-8,이화장길,86-11,37.57922623,127.0051573,03088,서울특별시 종로구 이화장길 86-11,서울특별시 종로구 동숭동 192-8,어둠속의 햄릿,연극,20150422,20150503,만 12세이상,65분,,"박기륭, 오동욱, 서민성, 이희영, 정진영",20221130
